FidNz,6.043870443668286e-17,0.9870389483524986,-0.16048088495267493
FidT9,-0.967069797013534,0.027652411603250715,-0.2530046478559762
FidT10,0.967069797013534,0.02765241160325064,-0.2530046478559762
E1,0.7615975144882484,0.6299855378663883,-0.1519455428912599
E2,0.6808756312670291,0.718965286904787,0.13963270022685223
E3,0.5586476361291279,0.7502206453856202,0.35366905700742446
E4,0.43831089187068706,0.7463805376853734,0.5007990166044818
E5,0.31800080256449637,0.6924341254459241,0.6476190790011321
E6,0.2064449881816142,0.602751276824416,0.770760251401971
E7,0.10227735280439681,0.49070283494834643,0.8653034559488254
E8,2.0827915175227855e-17,0.3401456679546962,0.940372758310051
E9,-0.10390836557910156,0.1419456837101522,0.9844056452696405
E10,0.5903553326854108,0.8071362741534981,-0.0034082422899948963
E11,0.4771650366785189,0.8520728034597633,0.21514057119894267
E12,0.3485627244751714,0.848293479071884,0.3986253886427265
E13,0.2242353659260661,0.8074964638232246,0.5455895541347827
E14,0.11063497684455652,0.7236791286056772,0.6812109957415046
E15,3.742248314407719e-17,0.6111555294168438,0.7915105298498671
E16,-0.10227735280439686,0.49070283494834643,0.8653034559488254
E17,-0.21083375969667673,0.28690377171354275,0.9344706263701965
E18,0.3726972439687544,0.9239327817659808,0.08628429240754802
E19,0.24848747653857498,0.9330389618685048,0.26017738110534155
E20,0.12539335501755408,0.8982868215471593,0.4211380922597049
E21,5.0469307809074537e-17,0.8242263458200885,0.5662604796876293
E22,-0.11063497684455657,0.7236791286056772,0.6812109957415046
E23,-0.20644498818161428,0.6027512768244159,0.770760251401971
E24,-0.3126038114532416,0.4268595753426266,0.8485692429043246
E25,0.11464471400069573,0.9887498522279465,0.09607455058917869
E26,5.935859179434028e-17,0.9693993702619896,0.24548902406351683
E27,-0.12539335501755416,0.8982868215471592,0.4211380922597049
E28,-0.2242353659260662,0.8074964638232246,0.5455895541347827
E29,-0.3180008025644966,0.6924341254459239,0.6476190790011321
E30,-0.4113569219505539,0.5428747594881096,0.732169705924858
E31,6.098669699455505e-17,0.9959883459788792,-0.08948304126624446
E32,-0.11464471400069584,0.9887498522279465,0.09607455058917869
E33,-0.24848747653857509,0.9330389618685047,0.26017738110534155
E34,-0.3485627244751715,0.848293479071884,0.3986253886427265
E35,-0.4383108918706872,0.7463805376853732,0.5007990166044818
E36,-0.48272563124222784,0.6364731082758475,0.6015629205523508
E37,-0.37269724396875453,0.9239327817659808,0.08628429240754802
E38,-0.4771650366785188,0.8520728034597633,0.21514057119894267
E39,-0.558647636129128,0.7502206453856202,0.35366905700742446
E40,-0.6148454940144187,0.6260095926114517,0.47966343246969506
E41,-0.5908433652353557,0.5010679727429487,0.6323250781430637
E42,-0.5248562751771648,0.3776586126276157,0.7628236117972075
E43,-0.4420726687686996,0.24867188930157397,0.861820194123406
E44,-0.325762762490085,0.10382013780614417,0.9397340057488298
E45,-0.16809186022019373,-0.04976681918424294,0.9845142915346622
E46,-0.5903553326854108,0.807136274153498,-0.0034082422899948963
E47,-0.6808756312670291,0.718965286904787,0.13963270022685223
E48,-0.747743359217092,0.593697769979957,0.29732612846429224
E49,-0.7515531220039732,0.45627744893990885,0.4764229154805318
E50,-0.6984718235539896,0.32649340327233406,0.6368195736005713
